symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time,cluster
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.0,208.5,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,301.1556591477774,30.060356019292925,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
MAHABANK,INE457A01014,2023-07-12,NSE,EQ,EQ,buy,False,300.0,32.0,44670691.0,1200000028110468.0,2023-07-12 14:03:21,0
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.03270444841042,227.00779511146052,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.797826792297284,210.4950212305573,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,9.0,208.5,64554157.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,48.62868754365181,222.91531378267285,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1010.308782093206,17.89413749413234,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,49.0,208.25,64393809.0,1300000022862876.0,2023-07-12 14:00:02,2
SCHAND,INE807K01035,2023-07-12,NSE,EQ,EQ,buy,False,142.0,208.5,64554158.0,1300000022862876.0,2023-07-12 14:12:39,2
SUZLON,INE040H01021,2023-07-12,NSE,EQ,EQ,buy,False,1000.0,18.1,64264715.0,1300000022446814.0,2023-07-12 13:50:04,1
GREAVESCOT,INE224A01026,2023-07-13,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-14,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-15,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-16,NSE,EQ,EQ,buy,False,51.0,138.9,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-17,NSE,EQ,EQ,buy,False,51.0,138.9,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-18,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-19,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-20,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-21,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-22,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-23,NSE,EQ,EQ,buy,False,51.0,138.9,28301172.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-24,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-25,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-26,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-27,NSE,EQ,EQ,buy,False,61.0,138.9,28301171.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-28,NSE,EQ,EQ,buy,False,50.0,138.9,28301173.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-29,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-30,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
GREAVESCOT,INE224A01026,2023-07-31,NSE,EQ,EQ,buy,False,88.0,138.9,28301174.0,1100000018781275.0,2023-06-15 12:33:20,0
